"537.0460836095947","13230.91831366597","4815.770066624749"
"243.9588315352772","12776.81337317375","5357.745337779222"
"-30.90411021734565","11999.344167574","5817.724460904032"
"243.9588315352808","11185.09162666618","6131.127857325834"
"537.0460836095951","10345.37468704348","6401.455291112209"
"243.9588315352816","9286.280028423846","6550.545547658186"
"-30.90411021734752","8283.846708661837","6488.772607068901"
"243.9588315352804","7388.668926040187","6437.037358004821"
"489.3342197658878","7225.803986359484","7308.476191704881"
"-230.2663039902687","6277.553436710912","6676.868987137164"
"537.0460836095963","6392.79404967305","6182.81331055107"
"214.4712780132612","6197.111411425465","7021.737330048662"
"-230.2663039902689","7331.068193509771","6745.24067834486"
"537.0460836095922","8283.846708661837","6513.856218308726"
"214.4712780132655","8283.846708661835","7375.299893427149"
"688.6964135388116","9297.333437401268","6904.498815088394"
"-78.6159740610529","9313.168464196771","7411.569483111325"
"688.6964135388118","10397.80620163655","6946.844806899529"
"-230.2663039902683","10393.92232311421","6906.444932070101"
"688.6964135388114","11265.90714930865","6475.908867061819"
"-78.61597406105173","11381.68283164791","6969.83943082733"
"-230.266303990268","12199.32907080381","6311.138449756293"
"214.4712780132636","12332.34864513028","6639.331816874746"
"688.6964135388102","12961.34370241512","5659.99300272407"
"-78.61597406104897","13225.70040124787","6092.990631153014"
"-230.266303990268","13647.22273071464","5105.704615770936"
"214.4712780132627","13937.81794347765","5308.089189525365"
"489.3342197658878","5097.182167998883","6557.387983892196"
"-230.266303990269","5354.815591235858","6045.587421125698"
"243.9588315352802","5495.792988059648","5765.529383138121"
